,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
7917,1,80138,4659,117961,118225,120663,118784,147114,290919,118786
7918,1,32270,724,117961,118300,119181,118321,117906,290919,118322
7919,1,1020,33112,118212,118213,120551,118321,240983,290919,118322
7920,1,15679,8106,117961,118327,120559,118318,181945,118205,118319
7921,1,35988,8707,117961,118300,19772,118054,118054,117887,118055
7922,1,26808,46224,117961,118327,118378,120952,143223,118453,120954
7923,1,42085,5242,117961,118343,120671,121469,125853,118424,121471
7924,1,79047,4564,118212,118213,121405,117905,117906,290919,117908
7925,0,30570,71391,117961,118386,118522,118318,168365,118205,118319
7926,1,79092,4145,117961,118300,120026,307024,303717,118331,118332
7927,1,16013,7339,117961,118300,118360,124194,130884,118363,124196
7928,1,79121,52314,117961,118300,118301,118980,306795,118295,118982
7929,1,3847,7553,117961,118225,118403,118784,118785,290919,118786
7930,1,74001,144107,118090,118091,119424,179731,62587,117887,117973
7931,1,25541,70134,117961,117962,126930,134095,303450,118474,118475
7932,0,80661,19986,117961,118225,125139,120773,118959,118960,120774
7933,1,68726,13441,117961,118225,122870,118207,279443,270488,118209
7934,1,20287,27484,118185,31010,117941,117885,117913,117887,117888
7935,1,20364,1271,117961,118327,118507,118890,138290,118398,118892
7936,0,16767,4945,117961,118300,118360,120812,278797,118638,120814
7937,1,25098,16566,117961,118327,120559,118054,123102,117887,118055
7938,1,80883,17598,117961,118300,118631,307024,132719,118331,118332
7939,1,41451,34612,117961,118327,118320,117905,240983,290919,117908
7940,1,17278,120340,120342,120343,119076,118834,311236,118424,118836
7941,1,73144,16701,117961,118300,118458,118293,118302,118295,118296
7942,1,42093,4145,117961,118300,120026,307024,303717,118331,118332
7943,1,20299,5903,117929,117940,118810,119323,136340,19793,119325
7944,1,75834,17319,117961,117962,118791,121469,310997,118424,121471
7945,1,954,5717,117961,118300,124725,117905,117906,290919,117908
7946,1,38710,13180,118084,118085,117920,118568,310732,19721,118570
7947,1,3853,2344,118212,118213,118395,118396,233714,118398,118399
7948,1,75476,7369,117961,118386,118896,118321,117906,290919,118322
7949,1,1151,125466,117902,117903,120171,120990,262257,118398,120992
7950,1,75290,55669,117902,118041,118623,118274,118806,292795,118276
7951,1,39511,53230,117876,117877,117878,117879,117879,19721,117880
7952,1,39876,5496,91261,118026,118202,117905,117906,290919,117908
7953,1,79092,2908,117961,118343,118979,118980,301534,118295,118982
7954,1,74754,7551,117961,118052,118867,118321,117906,290919,118322
7955,1,42031,71202,117961,118386,118522,128764,279169,118612,128765
7956,1,42481,46459,117943,117944,117945,259173,126800,292795,118943
7957,1,75834,5916,117961,118446,16232,118321,117906,290919,118322
7958,1,34924,56193,117961,118300,120410,118321,117906,290919,118322
7959,1,6977,1334,117961,117962,118910,119949,230830,290919,119951
7960,1,38391,85728,118212,118580,117895,117885,117913,117887,117888
7961,1,31842,87977,117926,117927,117884,118568,122535,19721,118570
7962,1,21746,79366,117961,118413,120526,117905,240983,290919,117908
7963,1,79216,3332,117961,118343,121747,118784,130735,290919,118786
7964,1,34425,18238,117961,118446,118684,118321,118448,290919,118322
7965,1,87083,7525,117961,118225,120551,118321,240983,290919,118322
7966,1,40779,14731,117961,118446,118447,117905,117906,290919,117908
7967,1,34599,66400,117910,117911,117920,123191,123191,19721,123192
7968,1,37653,65734,117959,117960,117941,117885,117913,117887,117888
7969,1,75476,7369,117961,118386,118896,117905,117906,290919,117908
7970,1,1020,6997,117961,118343,149210,118321,117906,290919,118322
7971,1,75078,102217,118315,118316,120764,118747,226829,118453,118749
7972,1,35374,4583,117961,118413,120370,117905,197088,290919,117908
7973,1,23497,3918,117961,118343,118660,118912,309291,118424,118914
7974,1,78972,311198,91261,118026,122392,121143,173805,249618,121145
7975,1,23736,79116,118169,118170,118042,118043,129174,270488,118046
7976,1,4675,6278,117961,118343,120722,117905,240983,290919,117908
7977,1,4675,5741,117961,118446,16232,120690,127922,290919,120692
7978,1,16232,5987,117961,118446,16232,117905,117906,290919,117908
7979,1,17308,3526,117961,118225,120323,119093,121698,119095,119096
7980,1,80211,851,117961,117962,122215,117905,117906,290919,117908
7981,1,25885,1945,118595,118596,118450,121372,125738,119184,121374
7982,1,42093,2395,117961,118300,123055,118054,118054,117887,118055
7983,1,35528,52316,119596,119597,118292,118293,118294,118295,118296
7984,1,40420,49798,117975,117976,117920,118568,125937,19721,118570
7985,1,40867,22858,120342,120343,118706,120348,298285,118295,120350
7986,0,44641,3811,120864,121013,118395,118396,269406,118398,118399
7987,1,19998,53010,130570,119256,118042,118043,118043,270488,118046
7988,1,40514,15683,117961,118300,118957,118321,117906,290919,118322
7989,1,917,13798,117961,118446,123858,122645,234301,119221,122647
7990,1,78439,7434,117961,118343,118514,117905,117906,290919,117908
7991,1,99556,3707,117961,118446,118684,124305,124306,118762,124307
7992,1,1014,1012,117961,118225,119924,117905,117906,290919,117908
7993,1,21915,72157,118006,118007,117941,117885,117913,117887,117888
7994,1,16176,6199,117961,118225,120663,118321,117906,290919,118322
7995,1,42031,94615,118315,118463,118522,136701,162182,124487,136702
7996,1,79495,60794,117961,118386,118522,123073,123073,118612,123075
7997,1,95170,52007,117961,117962,118910,118054,118368,117887,118055
7998,1,278393,20126,117961,117962,120677,118636,174800,118638,118639
7999,1,75834,123310,117961,118386,118317,118784,117906,290919,118786
8000,1,19823,190,117961,118413,121639,117905,117906,290919,117908
8001,1,35210,17326,117961,118386,118692,118259,132715,290919,118261
8002,0,74040,16573,117961,118386,123519,125798,140250,125407,125800
8003,1,23096,6999,117961,118343,121747,118321,117906,290919,118322
8004,1,278393,3267,117961,118052,120356,118054,118054,117887,118055
8005,1,81447,7284,91261,118026,118202,117905,117906,290919,117908
8006,1,5173,61062,117961,118446,120368,119849,219966,118638,119851
8007,1,38707,12264,117929,117940,117941,117885,117913,117887,117888
8008,1,78591,89315,117893,117894,117895,117896,117897,117887,117898
8009,1,73815,88387,118315,118463,118522,119172,121927,118467,119174
8010,1,44723,4498,117890,118102,117878,134118,211100,119788,134120
8011,0,84818,4626,117961,118052,119972,118784,117906,290919,118786
8012,1,29303,770,117961,118300,119181,118451,130134,118453,118454
8013,1,17791,3023,117961,118343,122012,118321,240983,290919,118322
8014,1,76860,4272,117961,118343,120666,120773,270820,118960,120774
8015,0,40897,5899,117961,118327,120318,118321,117906,290919,118322
8016,1,25231,27104,117961,118327,118507,118890,311441,118398,118892
8017,1,40069,4057,117961,118343,119598,118834,133686,118424,118836
8018,1,33248,49509,120810,120811,121108,118422,124428,118424,118425
8019,1,34954,28590,117961,118327,120685,118784,240983,290919,118786
8020,1,33147,16973,117961,118300,124942,118321,117906,290919,118322
8021,1,42085,132087,117961,118300,118301,118054,118443,117887,118055
8022,1,78972,116406,117961,117962,120677,122067,297566,118424,122069
8023,1,688,5507,117961,118413,120370,118321,130817,290919,118322
8024,1,17308,51311,117961,118343,121747,119928,136239,118331,119929
8025,1,79324,16816,117961,118300,119984,120647,311441,118398,120649
8026,1,35137,8234,117961,118300,118783,118321,117906,290919,118322
8027,1,39615,72209,117961,118225,124948,117905,117906,290919,117908
8028,1,23732,2717,118290,118291,118979,120344,141929,118424,120346
8029,1,43150,5541,117961,118300,118514,118321,117906,290919,118322
8030,1,13878,1930,122880,122974,122870,120097,159929,270488,120099
8031,1,312046,101472,117961,118343,119142,118318,311618,118205,118319
8032,1,42135,71257,118181,118182,117920,117885,117886,117887,117888
8033,1,33054,16671,117961,118052,118706,118523,310608,118331,118525
8034,1,35683,1450,117961,118300,118437,119962,168365,118205,119964
8035,1,33642,21556,118006,118007,117941,117879,122240,19721,117880
8036,1,25740,55895,117961,118343,118833,118777,279443,308574,118779
8037,1,30583,7782,118573,118574,117945,280788,280788,292795,119082
8038,1,75338,75342,118126,118237,117895,117896,117913,117887,117898
8039,1,73987,139254,119691,119692,118635,159787,301719,119695,159789
8040,1,35754,4413,117961,118343,118833,118321,290878,290919,118322
8041,1,34748,4712,117961,118343,118395,123067,233714,118398,123068
8042,1,13878,75345,118126,118237,117895,117879,117897,19721,117880
8043,1,78311,71962,117932,117933,117878,117879,122308,19721,117880
8044,1,36241,7393,117902,117903,120428,117905,117906,290919,117908
8045,1,41580,4698,117961,117962,118352,117905,117906,290919,117908
8046,1,42303,1448,117902,117903,120722,117905,117906,290919,117908
8047,1,81524,21280,117961,118386,119954,118685,279443,308574,118687
8048,1,74550,23340,117961,118225,120663,122030,134579,122032,122033
8049,1,72445,123310,117961,118386,121883,117905,117906,290919,117908
8050,1,111588,16922,117961,117962,118501,117905,117906,290919,117908
8051,1,34808,17414,118752,119070,118042,118043,118043,270488,118046
8052,1,79021,22431,117961,118413,126229,120611,221283,249618,120613
8053,1,34209,69226,91261,118026,118821,119962,168365,118205,119964
8054,1,26396,13836,119920,119921,142145,128230,302830,4673,128231
8055,1,81450,4928,117961,118343,123055,120006,128578,118424,120008
8056,1,36575,14348,118169,118170,118623,117946,144221,292795,117948
8057,1,25993,91412,117975,117976,117920,118568,131694,19721,118570
8058,1,78167,17789,117961,118052,119986,118784,121556,290919,118786
8059,1,35752,49495,119596,119597,127849,118293,118294,118295,118296
8060,1,38706,3074,117961,117962,120677,307024,306404,118331,118332
8061,1,23194,4452,117961,118052,120671,117905,240983,290919,117908
8062,1,1969,44917,117961,117962,118450,118054,118054,117887,118055
8063,1,18418,4215,118212,118213,118597,118728,301534,118295,118730
8064,1,16443,3281,117961,118225,120041,119093,120324,119095,119096
8065,1,40531,53010,118752,119070,118042,118563,118563,270488,118565
8066,1,43717,54290,119301,119302,119303,117905,117906,290919,117908
8067,1,15679,46104,117961,118327,120559,120988,304465,118643,120989
8068,1,29951,5060,117961,117962,118791,122022,255097,119221,122024
8069,1,42085,17598,117961,118300,118631,307024,132719,118331,118332
8070,1,74995,51781,119280,119281,118623,118995,136748,292795,118997
8071,1,3853,7212,117961,118300,124725,124194,145500,118363,124196
8072,0,78877,1140,117961,117962,118352,117905,240983,290919,117908
8073,0,23965,4729,117961,118300,118301,118054,118443,117887,118055
8074,1,15714,20543,118169,118170,118556,280788,155276,292795,119082
8075,1,78178,83254,247952,118164,117878,117899,117899,19721,117900
8076,1,20231,4278,117961,118300,120059,118274,135140,292795,118276
8077,1,18394,55743,117961,118300,28618,120690,127922,290919,120692
8078,1,105470,69502,118658,118659,123606,127723,120319,118643,127725
8079,1,75477,2825,117961,118386,118896,121414,121715,118704,121416
8080,1,16191,4589,117961,118327,120383,117905,240983,290919,117908
8081,0,36050,2612,117961,118386,123901,117905,117906,290919,117908
8082,1,34950,2631,117961,118327,120624,118784,123644,290919,118786
8083,1,13878,12264,117929,117940,117941,117879,281735,19721,117880
8084,1,39518,19857,117929,117940,117941,117885,117913,117887,117888
8085,1,79092,2395,117961,118300,119488,118172,301534,249618,118175
8086,1,33249,82613,117961,118300,119984,118890,311441,118398,118892
8087,1,972,4932,117961,118225,119824,123737,147851,118960,123738
8088,1,25993,5701,117961,118052,120709,120097,174445,270488,120099
8089,1,20294,71555,117916,118011,117912,117879,117897,19721,117880
8090,1,74164,4533,117961,118343,118700,118321,117906,290919,118322
8091,1,74995,34064,117961,118386,118746,118321,117906,290919,118322
8092,1,39324,7411,117961,118386,118746,118451,152307,118453,118454
8093,1,25565,19718,117961,117962,119223,122269,122270,118643,122271
8094,1,75834,23200,117961,118343,123125,118784,117906,290919,118786
8095,1,75213,44062,117961,117962,118910,118784,117906,290919,118786
8096,1,80638,2343,119691,119692,118635,122967,311441,119695,122969
8097,1,30356,3558,117902,117903,118042,118043,157256,270488,118046
8098,1,42085,16052,118887,118888,118825,118728,306088,118295,118730
8099,1,34735,5409,117961,118343,119993,117905,240983,290919,117908
8100,1,90526,4740,117961,118446,124170,123067,300044,118398,123068
8101,1,75834,16682,119596,119597,120026,118293,118294,118295,118296
8102,1,34133,23185,117961,118327,4674,118685,311622,308574,118687
8103,1,90523,85475,117961,118300,123472,122022,150273,119221,122024
8104,1,16023,7339,117961,118300,118360,124194,130884,118363,124196
8105,1,26918,873,117961,118413,120526,118685,279443,308574,118687
8106,1,42654,22835,117961,117969,19666,118396,236551,118398,118399
8107,1,34950,59347,117961,118327,118320,118321,118448,290919,118322
8108,1,42362,46104,117961,118327,120559,120618,304465,118643,120619
8109,1,15031,7344,117961,118225,120663,123648,147738,120518,123650
8110,1,72444,189,117961,118413,121639,118321,117906,290919,118322
8111,0,38860,16900,118256,118257,118623,118274,286106,292795,118276
8112,1,15356,16830,117961,118327,119830,120773,118959,118960,120774
8113,1,79092,15575,117902,118041,118623,118274,118806,292795,118276
8114,1,4675,71391,117961,118386,118522,133306,136011,118205,133308
8115,1,13878,16850,117961,118225,119092,120591,120592,119095,120593
8116,1,45100,13857,118212,118580,118360,120632,120633,118131,120634
8117,1,39449,49436,118717,118718,119703,117885,119704,117887,117888
8118,1,40867,52194,117961,118052,126137,126138,126139,124136,126140
8119,1,14354,102646,117926,118124,117941,117879,117886,19721,117880
8120,0,18418,23103,118290,118291,119136,119137,122050,118474,119139
8121,1,1281,16225,117961,117962,122059,120690,120690,290919,120692
8122,1,102304,77495,118192,118193,117895,118568,281735,19721,118570
8123,1,15720,6879,117902,118041,120323,119093,119094,119095,119096
8124,1,3853,70130,118595,118596,81476,118826,158101,118424,118828
8125,1,91176,2296,117961,118413,277693,123737,127475,118960,123738
8126,1,80218,70056,117961,118225,118403,118777,279443,308574,118779
8127,1,6977,2109,118219,118220,120694,124886,215880,118643,124888
8128,1,21382,5022,118887,118888,118631,118912,309291,118424,118914
8129,1,38482,8293,119740,119741,117895,117885,117913,117887,117888
8130,1,5729,5657,117961,118300,121176,118321,117906,290919,118322
8131,1,4675,71387,117961,118386,118522,118784,121873,290919,118786
8132,1,1020,112304,127044,127045,118821,118636,293990,118638,118639
8133,1,15365,50997,91261,118026,118202,119962,168365,118205,119964
8134,1,86296,70062,117961,118386,118746,118321,117906,290919,118322
8135,1,23181,4293,117876,117877,117878,117879,117879,19721,117880
8136,1,39373,7520,117961,118343,124725,118784,117906,290919,118786
8137,0,73787,7935,117961,118052,120539,118321,117906,290919,118322
8138,1,45185,46830,117929,117940,117941,118568,140630,19721,118570
8139,1,44722,5409,117961,118343,119993,118321,117906,290919,118322
8140,1,4675,8487,117961,118327,118320,118321,118448,290919,118322
8141,1,25894,111936,117961,118300,118783,118784,117906,290919,118786
8142,1,78925,15791,117961,118225,120663,118777,279443,308574,118779
8143,1,32642,3464,118573,118574,118042,118043,118043,270488,118046
8144,0,28294,46704,91261,118026,118202,117905,117906,290919,117908
8145,1,75834,7369,117961,118386,118896,118321,117906,290919,118322
8146,1,80681,4343,117961,118343,118660,307024,132719,118331,118332
8147,1,39419,5113,117961,118300,119890,119433,133686,118424,119435
8148,1,37260,52525,117983,117984,117878,118568,292195,19721,118570
8149,1,45192,4496,117961,118225,120551,117905,117906,290919,117908
8150,1,39393,7389,117961,118386,118746,118451,152307,118453,118454
8151,1,45300,4031,117961,118300,120026,118422,239205,118424,118425
8152,1,23921,3843,117961,118413,120370,118784,237727,290919,118786
8153,1,77988,2299,117961,117962,119223,121594,127596,4673,121596
8154,1,3853,51761,117961,118413,120370,118321,117906,290919,118322
8155,1,1020,2349,117961,119715,118501,117905,290919,290919,117908
8156,1,31232,20440,117890,117891,117878,118568,292195,19721,118570
8157,1,704,7370,117961,118413,118481,118321,117906,290919,118322
8158,1,79092,4740,117961,118446,124170,123067,300044,118398,123068
8159,1,79092,5089,117961,118300,118514,120516,123107,120518,120519
8160,1,37639,56496,118126,118237,117895,117879,117897,19721,117880
8161,1,22391,1550,117961,118225,123173,118054,118054,117887,118055
8162,1,34628,1065,117961,118327,121589,118641,118842,118643,118644
8163,1,42085,46511,117961,118300,118597,118054,120514,117887,118055
8164,1,34432,6482,117961,118052,118992,118321,118448,290919,118322
8165,1,4650,7553,117961,118225,118403,117905,240983,290919,117908
8166,1,37942,17002,5110,117954,117895,118568,281735,19721,118570
8167,1,25570,5524,117961,118343,118514,118321,290919,290919,118322
8168,1,45300,5604,117961,118343,119598,118636,235245,118638,118639
8169,0,80715,6199,117961,118225,120663,118321,117906,290919,118322
8170,1,115013,4743,119062,130600,120663,120773,118959,118960,120774
8171,1,80308,15894,117961,118052,120304,307024,311622,118331,118332
8172,1,34982,5030,117961,118343,120126,120497,309858,118424,120499
8173,1,79000,5665,117890,118102,117878,120628,278014,118131,120629
8174,1,42769,7459,5110,117954,122672,118685,125511,308574,118687
8175,1,15805,18680,91261,118026,118202,117905,117906,290919,117908
8176,1,35000,866,117961,118413,120526,118451,132777,118453,118454
8177,1,70484,18220,117961,118052,118867,117905,117906,290919,117908
8178,1,35267,16687,119134,119135,120054,118702,303995,118704,118705
8179,1,28149,64715,91261,118026,118317,117905,117906,290919,117908
8180,1,31402,195311,119301,119302,119303,118784,233216,290919,118786
8181,1,80381,2270,117961,118413,277693,118777,279443,308574,118779
8182,1,35499,3745,117961,118300,118360,124435,118362,118363,124436
8183,1,1020,16642,117961,118300,81476,118321,117906,290919,118322
8184,1,1020,18029,117961,118343,125872,179731,173333,117887,117973
8185,1,44655,3811,120864,121013,118395,118396,269406,118398,118399
8186,1,15064,34375,117961,117969,117970,179731,119111,117887,117973
8187,1,43645,1812,117961,118413,122007,120690,301430,290919,120692
8188,1,42031,119350,117961,118386,118522,129561,134045,3130,129563
8189,1,18475,2071,117961,117962,118501,122551,139302,118762,122552
8190,1,33261,7001,117961,118327,118933,121594,127596,4673,121596
8191,1,40855,7560,117961,118300,119195,117905,117906,290919,117908
8192,1,98021,7539,117961,118343,119987,117905,117906,290919,117908
8193,1,41279,7014,117961,118446,119961,118259,125889,290919,118261
8194,1,34924,34608,117961,118327,118320,117905,117906,290919,117908
8195,0,36551,27886,118084,118085,117884,118568,281735,19721,118570
8196,1,75338,8508,119402,119403,117895,117896,117913,117887,117898
8197,1,18072,15555,118256,118257,117945,118274,118806,292795,118276
8198,1,30628,7987,117961,118327,120383,117905,290919,290919,117908
8199,1,77098,79986,117989,117990,117920,121067,124097,121069,121070
8200,1,14354,17152,118084,118085,117884,117879,117886,19721,117880
8201,1,74888,169,117961,118413,121639,117905,287626,290919,117908
8202,1,74555,4576,117961,118327,118391,118321,117906,290919,118322
8203,1,79363,1903,117961,118343,118514,118685,120316,308574,118687
8204,1,41312,15384,117943,117944,117945,118274,181575,292795,118276
8205,1,16264,88570,117961,118413,120370,118321,117906,290919,118322
8206,1,44821,85475,117961,118300,120410,118321,117906,290919,118322
8207,1,26808,1043,117961,118327,121589,124886,306399,118643,124888
8208,1,39262,7971,117961,118386,119954,118259,155654,290919,118261
8209,1,58678,74831,117961,118327,118391,118321,117906,290919,118322
8210,1,34099,7389,117961,118386,118746,118451,152307,118453,118454
8211,1,29708,4357,117961,118052,119742,118321,303087,290919,118322
8212,1,78183,13201,117951,117952,117941,118568,267952,19721,118570
8213,1,31441,5186,118887,118888,124656,118912,309291,118424,118914
8214,1,17308,4642,117961,118225,120551,118685,279443,308574,118687
8215,1,73110,1271,117961,118327,118507,121527,128634,118398,121529
8216,1,75040,50976,117961,118413,119968,118784,117906,290919,118786
8217,1,74883,1755,117961,117962,119223,150752,137949,118643,150754
8218,1,14570,31056,117893,117894,117895,117879,117897,19721,117880
8219,1,42031,28232,118315,118463,118522,123651,151811,118467,123652
8220,1,17849,17856,117961,117962,118673,119976,302418,19793,119978
8221,1,81297,49353,117961,117962,118910,118321,117906,290919,118322
8222,1,80539,221,117961,118413,120370,118321,150358,290919,118322
8223,1,43646,53348,117961,117969,118970,118396,122194,118398,118399
8224,1,25287,19832,117961,118327,123757,118321,117906,290919,118322
8225,1,34207,7265,117961,118343,119598,118321,240983,290919,118322
8226,1,30570,58719,117961,118386,119954,118318,168365,118205,118319
8227,1,16071,7578,117961,118343,120722,118784,117906,290919,118786
8228,1,76446,7505,117961,118300,119181,117905,117906,290919,117908
8229,1,16989,22948,117961,118225,118403,117905,117906,290919,117908
8230,1,3853,3889,117961,118386,121668,118685,279443,308574,118687
8231,1,34748,16098,117961,118327,120171,118890,125128,118398,118892
8232,1,75834,86385,117961,118225,121574,122645,309858,119221,122647
8233,1,312036,5903,117929,117940,119569,119323,123932,19793,119325
8234,1,79875,79876,117961,118386,118404,120115,130884,119695,120117
8235,1,40919,59749,118315,118463,118464,119172,162182,118467,119174
8236,0,42967,46546,117978,117979,117912,118568,146968,19721,118570
8237,1,31713,14810,117961,118413,120370,122551,123475,118762,122552
8238,1,43646,15902,117961,118052,120398,118054,118443,117887,118055
8239,1,34924,3875,117961,118327,120318,118784,121873,290919,118786
8240,0,43638,13849,117961,118386,118317,307024,311622,118331,118332
8241,1,45444,1728,117961,118327,118507,121527,128634,118398,121529
8242,1,43219,7067,117961,118225,118403,117905,240983,290919,117908
8243,1,73121,21869,117961,118327,118507,118396,158043,118398,118399
8244,1,4675,2594,117961,118300,123472,118784,117906,290919,118786
8245,1,7678,1541,117961,118225,123173,118054,120514,117887,118055
8246,1,18072,57680,118256,118257,117945,280788,280788,292795,119082
8247,1,28403,7389,117961,118386,118746,118747,239652,118453,118749
8248,1,25993,4659,117961,118225,120663,118321,117906,290919,118322
8249,1,34333,6454,117961,118343,118856,118321,117906,290919,118322
8250,1,45784,1146,117961,118225,120663,117905,240983,290919,117908
8251,1,3264,55195,126918,126919,118042,118043,118043,270488,118046
8252,1,391,50641,117926,118124,117941,118568,119927,19721,118570
8253,1,1937,15432,119134,119135,146387,120516,123331,120518,120519
8254,1,74995,25237,117961,117962,118910,118777,279443,308574,118779
8255,1,21710,6997,117961,118343,119945,117905,240983,290919,117908
8256,1,80032,7935,117961,118052,120539,117905,117906,290919,117908
8257,1,81418,7510,117961,118446,118684,118777,279443,308574,118779
8258,1,27124,7133,117961,118327,118320,118321,240983,290919,118322
8259,1,23964,49566,118595,118596,119993,117905,117906,290919,117908
8260,1,81450,17058,117961,118300,119488,118728,301534,118295,118730
8261,1,4675,4932,117961,118225,119824,123737,147851,118960,123738
8262,1,74887,20169,117961,118343,118660,124886,239604,118643,124888
8263,0,19712,15484,118256,118257,118623,118995,286106,292795,118997
8264,1,18072,3281,117961,118225,120323,119093,120324,119095,119096
8265,1,74508,205,117961,118386,118746,118784,147114,290919,118786
8266,1,79353,241781,119301,119302,119303,118321,117906,290919,118322
8267,1,76917,30534,117961,118343,119142,117905,117906,290919,117908
8268,1,70453,23390,118602,118603,117941,117885,117913,117887,117888
8269,1,15740,25,117961,117962,122224,118321,240983,290919,118322
8270,1,6977,3000,117961,118225,120551,117905,117906,290919,117908
8271,1,32634,18040,117961,118300,118783,118321,117906,290919,118322
8272,1,26391,8501,117961,118386,120361,117905,117906,290919,117908
8273,1,15064,2225,117961,117962,118501,120702,126111,118504,120704
8274,1,35792,46170,118290,118291,118889,118863,307233,118398,118865
8275,1,79961,8074,117961,118300,119195,117905,117906,290919,117908
8276,1,75624,7448,117961,118300,118360,117905,117906,290919,117908
8277,1,44812,770,117961,118300,118437,118451,130134,118453,118454
8278,1,85557,97016,119062,119091,118957,117905,117906,290919,117908
8279,1,1020,17913,117961,118343,122358,117985,122359,19793,117987
8280,1,32307,16970,91261,118026,124942,120952,126309,118453,120954
8281,1,45990,70480,119280,119281,117945,118274,119235,292795,118276
8282,1,35451,22487,117961,117969,118970,120647,121659,118398,120649
8283,1,31167,69089,117961,118300,117970,179731,131312,117887,117973
8284,1,5173,17319,117961,117962,118791,121469,310997,118424,121471
8285,1,6690,8430,117961,118225,118403,118321,117906,290919,118322
8286,0,16038,51746,118752,119070,117945,280788,280788,292795,119082
8287,0,7543,8242,117961,117962,119223,118641,306399,118643,118644
8288,1,17308,45965,117961,118386,120677,307024,294485,118331,118332
8289,1,17249,3113,117961,118343,119598,119433,127160,118424,119435
8290,1,74102,51058,117902,117903,134257,118318,168365,118205,118319
8291,1,80212,44038,117902,117903,118910,120952,130134,118453,120954
8292,1,42313,3788,117961,118343,120722,118784,117906,290919,118786
8293,1,30566,5507,117961,118413,120370,117905,117906,290919,117908
8294,1,77178,25254,117961,118327,120299,121122,121788,118612,121124
8295,1,80978,2781,117961,118300,118783,118054,131373,117887,118055
8296,1,25638,16850,117961,118225,119092,119093,132519,119095,119096
8297,1,111445,111936,117961,118300,118783,117905,117906,290919,117908
8298,1,23990,125466,117902,117903,120171,118863,154602,118398,118865
8299,1,4675,1146,117961,118225,120663,118321,117906,290919,118322
8300,1,42031,3212,117961,118386,118522,119351,123417,3130,119353
8301,1,44812,743,117961,118343,118437,118321,117906,290919,118322
8302,1,36602,3116,117961,118300,147589,118826,236735,118424,118828
8303,1,34576,1903,117961,118343,118514,118321,117906,290919,118322
8304,0,667,6482,117961,118052,118992,118321,117906,290919,118322
8305,1,32270,4551,117961,118343,118833,120344,303717,118424,120346
8306,1,80190,6278,117961,118343,120722,118321,117906,290919,118322
8307,0,18072,18096,118256,118257,118623,280788,193644,292795,119082
8308,1,79309,13764,117961,117969,118970,120647,192307,118398,120649
8309,1,3853,17261,117961,118343,118833,118054,120514,117887,118055
8310,1,1020,8068,117961,118386,118635,118321,117906,290919,118322
8311,1,15064,17920,117961,117962,118546,118054,128604,117887,118055
8312,1,33040,16974,117961,118300,119181,118321,118448,290919,118322
8313,1,917,1466,117961,118300,123749,118636,123751,118638,118639
8314,1,41758,28217,118315,118316,123656,118784,117906,290919,118786
8315,1,28850,22431,117961,118413,126229,132671,126363,290919,132673
8316,1,79121,124625,118725,118726,119076,118422,159053,118424,118425
8317,1,38708,80413,247952,118164,117878,117885,117879,117887,117888
8318,1,6977,59785,91261,118026,120671,121143,139068,249618,121145
8319,1,27124,2017,117961,118327,121645,117905,287626,290919,117908
8320,1,38470,51104,117876,117877,117878,117879,117879,19721,117880
8321,1,31183,6083,117961,117962,122224,118777,279443,308574,118779
8322,1,1281,44062,117961,117962,118910,117905,117906,290919,117908
8323,1,18418,5244,117961,118343,119598,119433,133686,118424,119435
8324,1,37639,13031,5110,117954,117895,118568,157237,19721,118570
8325,1,79121,3954,117961,118343,149210,118293,118302,118295,118296
8326,0,39397,7651,117961,118386,118746,118321,117906,290919,118322
8327,1,1141,1117,117961,117962,118352,117905,240983,290919,117908
8328,1,99461,6216,117961,118327,118328,117905,290878,290919,117908
8329,1,75078,58719,117961,118386,119954,119962,168365,118205,119964
8330,1,25744,3745,117961,118300,118360,124435,118362,118363,124436
8331,1,34095,7370,117961,118413,118481,127782,230830,290919,127783
8332,1,33249,52105,118595,118596,81476,118422,170384,118424,118425
8333,1,838,16971,117961,118343,119993,125793,125794,118643,125795
8334,1,33642,25772,118006,118007,117941,117899,117897,19721,117900
8335,1,19964,5636,117961,118413,122007,118784,124402,290919,118786
8336,1,43663,56199,117961,118052,118881,117905,117906,290919,117908
8337,1,87735,46805,117929,117930,117920,118568,281735,19721,118570
8338,1,18257,783,117961,118413,120584,128230,302830,4673,128231
8339,1,25570,4193,117961,118343,118514,307024,271023,118331,118332
8340,1,13878,22853,117961,118386,118896,119849,182753,118638,119851
8341,1,33642,78685,118216,118587,117920,117879,135898,19721,117880
8342,1,82308,1614,117961,118327,118507,118747,130134,118453,118749
8343,1,106203,2296,117961,118413,277693,123737,127475,118960,123738
8344,1,35376,15746,117961,118052,119742,118321,118448,290919,118322
8345,1,33151,1350,117961,118052,120096,118321,117906,290919,118322
8346,1,73228,851,117961,117962,122215,118321,117906,290919,118322
8347,1,29100,7076,117961,118225,119238,119093,121698,119095,119096
8348,1,44655,158757,120342,120343,118395,118396,266864,118398,118399
8349,1,74285,858,117961,118327,118529,122129,168451,121916,122131
8350,1,14354,73001,117910,118855,117884,117879,117886,19721,117880
